uid,premise,hypothesis,label,metadata
858-neg,"Two major problems not only remain unsolved but have grown worse. There is no guarantee Iraq will stop playing hide-and-seek with its chemical and biological weapons. And the Clinton administration's five-year policy of trying to isolate both Iraq and Iran--known as "" dual containment ""--isn't falling apart.",The Clinton administration's five-year policy of trying to isolate both Iraq and Iran was working earlier.,N,"{'context1': 'Two major problems not only remain unsolved but have grown worse.', 'context2': 'There is no guarantee Iraq will stop playing hide-and-seek with its chemical and biological weapons.', 'target_sentence': 'And the Clinton administration\'s five-year policy of trying to isolate both Iraq and Iran--known as "" dual containment ""--isn\'t falling apart.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'falling'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'N', 'N', 'N', 'N'], 'ratings': [51.5, 74.57, 88.42, 59.98, 37.98]}"
858,"Two major problems not only remain unsolved but have grown worse. There is no guarantee Iraq will stop playing hide-and-seek with its chemical and biological weapons. And the Clinton administration's five-year policy of trying to isolate both Iraq and Iran--known as "" dual containment ""--is falling apart.",The Clinton administration's five-year policy of trying to isolate both Iraq and Iran was working earlier.,N,"{'context1': 'Two major problems not only remain unsolved but have grown worse.', 'context2': 'There is no guarantee Iraq will stop playing hide-and-seek with its chemical and biological weapons.', 'target_sentence': 'And the Clinton administration\'s five-year policy of trying to isolate both Iraq and Iran--known as "" dual containment ""--is falling apart.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'falling'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'N', 'N', 'N', 'N'], 'ratings': [40.02, 15.92, 8.48, 48.05, 64.61]}"
861-neg,"  His voice didn't drop to a whisper, even though as far as I could tell, the two of us were quite alone.",He had been talking louder earlier.,N,"{'context1': '', 'context2': '', 'target_sentence': ""His voice didn't drop to a whisper, even though as far as I could tell, the two of us were quite alone."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'dropped'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'C', 'N', 'E', 'N'], 'ratings': [63.32, 1.08, 20.22, 93.84, 70.06]}"
861,"  His voice dropped to a whisper, even though as far as I could tell, the two of us were quite alone.",He had been talking louder earlier.,E,"{'context1': '', 'context2': '', 'target_sentence': 'His voice dropped to a whisper, even though as far as I could tell, the two of us were quite alone.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'dropped'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'E', 'E', 'E'], 'ratings': [50.3, 99.9, 100.0, 99.73, 100.0]}"
862-neg," The couvade is classically defined as the custom by which ""the father, on the birth of his child, makes a ceremonial pretence of being the mother, being nursed and taken care of, and performing other rites such as fasting and abstaining from certain kinds of food or occupations, lest the new-born should suffer thereby"" (Tylor 1889:254). In virtue of this custom, it isn't the father who is supposed to experience the symptoms of fatigue and disability that follow the birth, while the woman goes about her daily occupations.",Someone is supposed to experience the symptoms of fatigue and disabilility that follow the birth.,E,"{'context1': '', 'context2': 'The couvade is classically defined as the custom by which ""the father, on the birth of his child, makes a ceremonial pretence of being the mother, being nursed and taken care of, and performing other rites such as fasting and abstaining from certain kinds of food or occupations, lest the new-born should suffer thereby"" (Tylor 1889:254).', 'target_sentence': ""In virtue of this custom, it isn't the father who is supposed to experience the symptoms of fatigue and disability that follow the birth, while the woman goes about her daily occupations."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': '{}', 'trigger_type': 'clefts', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.19, 99.54, 100.0, 100.0, 100.0]}"
862," The couvade is classically defined as the custom by which ""the father, on the birth of his child, makes a ceremonial pretence of being the mother, being nursed and taken care of, and performing other rites such as fasting and abstaining from certain kinds of food or occupations, lest the new-born should suffer thereby"" (Tylor 1889:254). In virtue of this custom, it is the father who is supposed to experience the symptoms of fatigue and disability that follow the birth, while the woman goes about her daily occupations.",Someone is supposed to experience the symptoms of fatigue and disabilility that follow the birth.,E,"{'context1': '', 'context2': 'The couvade is classically defined as the custom by which ""the father, on the birth of his child, makes a ceremonial pretence of being the mother, being nursed and taken care of, and performing other rites such as fasting and abstaining from certain kinds of food or occupations, lest the new-born should suffer thereby"" (Tylor 1889:254).', 'target_sentence': 'In virtue of this custom, it is the father who is supposed to experience the symptoms of fatigue and disability that follow the birth, while the woman goes about her daily occupations.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': '{}', 'trigger_type': 'clefts', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [97.45, 99.25, 99.02, 95.9, 100.0]}"
865-neg,"And given that he now says there are 4,400 surplus employees, isn't it fair to think that there are an awful lot of surplus employees all over the government? Rep. DAVID BONIOR: Well, George, let me remind you that, prior to the election, it wasn't the Democrats who reduced the size of the federal government by over 250,000 workers, and we took those savings to use to enact the crime bill.","Some politicians reduced the size of the federal government by over 250,000 workers.",E,"{'context1': ""And given that he now says there are 4,400 surplus employees, isn't it fair to think that there are an awful lot of surplus employees all over the government?"", 'context2': 'Rep. DAVID BONIOR:', 'target_sentence': ""Well, George, let me remind you that, prior to the election, it wasn't the Democrats who reduced the size of the federal government by over 250,000 workers, and we took those savings to use to enact the crime bill."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': '{}', 'trigger_type': 'clefts', 'annotator': 'SS', 'nli_labels': ['E', 'N', 'E', 'E', 'E'], 'ratings': [98.92, 72.34, 100.0, 99.43, 99.94]}"
865,"And given that he now says there are 4,400 surplus employees, isn't it fair to think that there are an awful lot of surplus employees all over the government? Rep. DAVID BONIOR: Well, George, let me remind you that, prior to the election, it was the Democrats who reduced the size of the federal government by over 250,000 workers, and we took those savings to use to enact the crime bill.","Some politicians reduced the size of the federal government by over 250,000 workers.",E,"{'context1': ""And given that he now says there are 4,400 surplus employees, isn't it fair to think that there are an awful lot of surplus employees all over the government?"", 'context2': 'Rep. DAVID BONIOR:', 'target_sentence': 'Well, George, let me remind you that, prior to the election, it was the Democrats who reduced the size of the federal government by over 250,000 workers, and we took those savings to use to enact the crime bill.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': '{}', 'trigger_type': 'clefts', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.37, 100.0, 100.0, 100.0, 100.0]}"
868-neg,""" I said. I didn't think that she would refuse me. She told me that it wasn't usually the old people who recited things to them in Redtown.",Someone recited things to them in Redtown.,E,"{'context1': '"" I said.', 'context2': ""I didn't think that she would refuse me."", 'target_sentence': ""She told me that it wasn't usually the old people who recited things to them in Redtown."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': '{}', 'trigger_type': 'clefts', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'E', 'E', 'E'], 'ratings': [83.53, 100.0, 100.0, 100.0, 95.96]}"
868,""" I said. I didn't think that she would refuse me. She told me that it was usually the old people who recited things to them in Redtown.",Someone recited things to them in Redtown.,E,"{'context1': '"" I said.', 'context2': ""I didn't think that she would refuse me."", 'target_sentence': 'She told me that it was usually the old people who recited things to them in Redtown.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': '{}', 'trigger_type': 'clefts', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 100.0, 99.46]}"
869-neg,"Speaker A: Why do you feel entitled to a government bailout? First of all, Senator, because it wasn't a federal prosecutor who spiked my deal to sell the Senate seat in the first place.",Someone spiked my deal to sell the Senate seat.,E,"{'context1': '', 'context2': 'Why do you feel entitled to a government bailout?', 'target_sentence': ""First of all, Senator, because it wasn't a federal prosecutor who spiked my deal to sell the Senate seat in the first place."", 'speaker_context1': '', 'speaker_context2': 'COMEDIAN-@1 "" SATURD', 'speaker_target': 'COMEDIAN-@1 "" SATURD', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': '{}', 'trigger_type': 'clefts', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'E', 'E', 'N'], 'ratings': [96.25, 100.0, 99.46, 100.0, 73.27]}"
869,"Speaker A: Why do you feel entitled to a government bailout? First of all, Senator, because it was a federal prosecutor who spiked my deal to sell the Senate seat in the first place.",Someone spiked my deal to sell the Senate seat.,E,"{'context1': '', 'context2': 'Why do you feel entitled to a government bailout?', 'target_sentence': 'First of all, Senator, because it was a federal prosecutor who spiked my deal to sell the Senate seat in the first place.', 'speaker_context1': '', 'speaker_context2': 'COMEDIAN-@1 "" SATURD', 'speaker_target': 'COMEDIAN-@1 "" SATURD', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': '{}', 'trigger_type': 'clefts', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 99.02, 100.0, 100.0, 100.0]}"
87-neg,"Although they won in Green Bay, they overcame Mike Tomlin's unfathomable decision to not run down the clock and kick a field goal in a tie game. He gave Green Bay enough time to win it and the Packers nearly did. Tomlin reasoned that kicking what would have been from extra point range was not a bigger gamble on a sloppy field than running it in.",Running it in on a sloppy field was a gamble,E,"{'context1': ""Although they won in Green Bay, they overcame Mike Tomlin's unfathomable decision to not run down the clock and kick a field goal in a tie game."", 'context2': 'He gave Green Bay enough time to win it and the Packers nearly did.', 'target_sentence': 'Tomlin reasoned that kicking what would have been from extra point range was not a bigger gamble on a sloppy field than running it in.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'adjective': 'bigger', 'noun': 'gamble'}"", 'trigger_type': 'comparatives', 'annotator': 'ZZ', 'nli_labels': ['N', 'E', 'E', 'E', 'N'], 'ratings': [96.31, 100.0, 97.98, 100.0, 7.36]}"
